-26927, -2618
-26854, 40630
-26699, 99011
-26421, -69820
-26013, -6780
-25982, 99470
-25970, -38150
-25831, -78520
-25538, 91781
-25471, -45831
-25418, -43275
-25344, 95407
-25117, -64988
-24955, -55333
-24849, 54967
-24812, -36100
-24778, 93576
-24754, -49543
-24469, 40467
-24460, 32629
-24093, -65697
-24082, 47228
-24065, 86740
-23908, -7063
-23689, 70477
-23476, 3007
-23457, 51499
-23405, 26135
-23107, 88544
-22879, 849
-22491, -18750
-22452, 62876
-22373, 83338
-22139, 57576
-22045, -30593
-21958, 2509
-21607, 72776
-21459, -44295
-21408, -38327
-21348, 82078
-21303, 70809
-21201, -28766
-21012, 68066
-20615, 50565
-20309, -28715
-20137, 42897
-19880, -44146
-19846, -9979
-19692, -64251
-19690, -74119
-19330, -80456
-19290, -29396
-19106, -84667
-19008, -24848
-18952, 62997
-18919, 75435
-18551, -61141
-18537, -8565
-18428, 97269
-18364, -24960
-18275, -52213
-18024, 1725
-18011, -17015
-17734, -60928
-17302, 19287
-17265, -37286
-16557, -1873
-16532, -49986
-15800, -38981
-15704, 96722
-15676, -31980
-15631, 78487
-15492, 18951
-15357, -44661
-15326, -55507
-15235, -7211
-15191, -11329
-15083, 49148
-14974, -5184
-14962, -2219
-14934, 55172
-14607, 27359
-14385, -27875
-14015, 70180
-13683, 86375
-13570, -87776
-13528, 18153
-13416, 3020
-13139, -46595
-12915, 33664
-12885, -75745
-12826, 494
-12817, -89641
-12371, 52174
-12350, 86813
-12086, 43872
-12000, 11362
-11940, 46795
-11689, 49823
-11638, -1841
-11586, 58676
-11516, 22165
-11304, 83976
-10851, 55568
-10828, 90908
-10577, -79844
-10373, 64039
-10045, -53118
-8983, 28429
-8953, 80073
-8831, 90490
-7986, 60088
-7486, 95458
-7084, -19619
-6972, 70004
-6798, 21763
-6764, 81975
-6329, 84680
-6147, -47117
-5902, 33216
-5805, 66997
-5763, 55545
-5647, 22425
-5528, -54554
-5328, 32396
-5275, 36762
-5142, 59379
-4785, -62343
-4618, 40455
-4616, 71341
-4458, -87519
-4422, 22507
-4104, 75596
-3607, -71081
-3557, -25452
-2570, -45754
-2485, -42130
-1763, -71471
-1451, -7266
-1420, 15889
-1335, 76951
-1041, 99279
-901, 69604
-738, -18481
-367, -59412
-259, 44428
-248, -55657
-133, -29729
37, -53389
53, -50665
151, -1513
887, 34505
1047, 40487
1377, -89327
1465, 12780
1468, -80566
1580, 8878
1668, 33664
1728, 90407
1741, 4667
1846, 63678
2024, 1345
2142, -15861
2173, 18677
2254, 96089
2333, 53476
2437, -59523
2771, 47776
2806, 18397
2862, -11829
3040, -7719
3268, 95520
3277, -30128
3278, 81739
3301, -28593
3327, 99763
3403, 60136
4116, -61275
4179, 90236
4390, 10079
4619, 1201
4791, 23656
5526, 1229
6037, -26095
6180, 55280
6209, 11621
6475, -82853
6501, -15767
6598, 63162
6732, 48350
7177, -6174
7380, -65366
7655, -11633
8586, 80533
8636, -38013
8741, -6170
8754, 37763
8785, 10185
9191, 93674
9418, 82744
9659, -76676
9795, -87426
9829, 56085
10319, 95676
10403, -6717
10484, -14889
10604, 86381
10624, -79839
11395, -2024
11892, -40315
12606, -4242
12685, -25575
12895, -38739
13240, -60831
13684, 13144
13697, 17576
13816, 45537
13892, 16409
13978, -75834
14389, 5913
14666, 22265
14770, -53126
14915, -21006
15013, 73853
15074, -62606
15164, 89067
15350, -20451
15465, -32095
15623, 68514
15715, 34983
15787, 38232
15875, 42897
16329, -74081
16330, 64489
16330, 58211
16532, -45591
16973, -77802
17012, 19095
17015, -7179
17067, 51201
17182, 93943
17359, -34319
17430, 56113
17492, -37974
17553, 59818
17656, 51007
18305, 88197
18569, -76274
18650, 90106
18754, 29196
19024, 2784
19557, 42528
19751, 27611
19789, -44400
19793, 51434
20259, -88062
20483, 38006
21091, 93466
21514, -15875
21638, 52
21653, -9938
21683, -42153
21790, 85673
21852, 90101
21986, -56128
22110, -6101
22303, 8299
22453, -4407
22580, 16915
22583, 32404
22654, 49826
22725, 52334
22730, 40810
23426, 54346
24091, 72594
24146, -17926
24222, -15524
24266, 78966
24275, -41426
24355, 33701
24929, -62467
24938, 90159
24938, 5452
24939, 33685
25059, 58244
25328, -14418
25688, 59574
25695, 80212
25756, -52824
26643, -46008
26718, 81121
26741, 4659
27069, -19225
27184, 80907
27234, -39264
27340, 13762
27346, -33649
27385, -58653
28596, 44116
28766, 52673
28982, 50087
29071, 66752
29193, -6963
29590, 88122
30354, 86748
30838, -58491
30876, 65051
30933, 56967
31555, 57204
32051, -3832
32058, -44765
32110, -35208
32439, 64972
32626, -54027
32658, 69685
32676, -45593
33135, -44500
33158, -26829
33189, -37795
33435, 11437
33850, -73678
33921, -77965
33984, 74570
34859, -21493
35003, 31090
35485, -12936
35489, -55882
35541, 21877
35658, -48532
35717, -50283
35823, -30345
36674, -24842
36974, -35274
37040, 48467
37097, -24185
37119, 89042
37340, 52840
37754, 38546
38277, 52936
38401, -59117
38513, -37041
38742, -52130
38984, 59382
39421, -74632
39537, -84574
39540, 93281
39621, 54969
39934, 61604
40189, 82806
40242, -56498
40559, -34662
40821, -56433
40850, -24081
40862, 34417
40871, 51482
40987, -24975
41041, -79425
41089, 10724
41090, 57043
41195, -59382
41279, 62541
41422, 48791
41568, 65322
41666, -11179
41720, 32083
42139, -84109
42282, -16212
42376, -65635
42555, -61504
42575, 72825
42607, 32419
42611, -1651
42737, 15109
42776, -74145
42777, -76657
42835, -48686
42856, 10697
42943, -61433
43083, -18234
43099, 93455
43139, -696
43156, 92201
43441, -63666
43922, 45494
43982, 27823
44634, 21305
45233, 21796
45323, 46298
45337, -43075
45568, -54806
45719, 36665
45803, 59383
46428, 19349
46455, -85254
46776, 35184
47123, 51650
47231, 73095
47868, 91572
48057, 8751
48198, -24039
48309, -81832
48507, 93587
48645, 61956
49159, 79400
49206, -88613
49279, -86612
49489, 62058
49622, -57646
50064, -87152
50115, 76056
50414, -84978
50690, -7342
50773, 97685
50911, 78542
51339, -41442
51480, -72357
51612, 89185
51644, 33351
51877, 62080
51909, 7460
51974, 77083
52040, 23567
52193, 46550
52352, -48822
52367, -28589
52522, 39517
52527, 25467
52577, -62611
52707, -80458
52780, -70059
52840, -76643
52885, -50207
53128, 70573
53347, -69849
53455, 44331
53557, -18627
53754, 19531
53877, 94680
53892, -84308
53896, 38952
54049, 13319
54764, 78683
54848, 33065
54883, 38657
54886, 21357
55106, -27345
55128, 87034
55335, -13539
55350, 17949
55485, 91157
55692, 56542
55696, 30056
55761, -10783
55810, -75880
55936, 6476
56012, 50814
56155, -23523
56384, 27773
56458, 75746
56610, -62017
56873, -63689
57085, 82787
57101, -88461
57169, 69267
57385, 75535
57445, 78206
57921, -34506
58113, -71096
58149, -25911
58215, -36335
58276, -24104
58508, 13606
58603, 40548
58670, 64864
58824, 9106
58881, -3303
59078, 4305
59113, 19392
59128, 99030
59279, 99450
59312, 99144
59343, 58555
59506, -45068
59555, 24890
59927, 92883
59981, -34330
60499, 86750
60694, -78147
60720, 13675
60738, -77485
60783, -83636
61184, -13434
61399, 80327
61527, 96640
62022, -4797
62029, 5307
62034, 47213
62278, -54400
62447, -26099
62578, -30851
62954, -10137
63278, 3987
63454, -66098
63729, 76653
63835, -33250
63945, 2768
63971, -42453
63983, 6495
63988, 70866
63994, -44794
64103, 46303
64258, -44077
64274, 58286
64345, -36241
64426, 20531
64446, 3012
64447, -81199
64477, -30367
64925, -81632
65160, -16706
65408, -8733
65429, -28752
65823, 80357
66016, -49143
66161, -67610
66291, -73988
66397, -69110
66897, -7256
67134, 44429
67144, -78172
67398, 78438
67424, -9575
67672, 52295
67683, -86172
67747, -32126
68005, -55517
68148, -54159
68633, 99568
68857, 18796
68968, 17174
69059, -67654
69069, 57745
70014, -75510
70204, 49059
70331, 89794
70398, -51961
70813, -22902
70855, -2442
70892, 22506
71003, 56921
71555, 96440
71592, -25996
71630, -11110
71805, -63628
71945, -53193
72029, 6090
72179, -26793
73441, -69063
73559, 11712
73733, 87416
74344, -43842
74630, 49340
74672, -28333
74865, 57903
74906, 33914
75057, -19213
75181, -12383
75286, 30530
75372, -64758
76127, 14774
76232, -11589
76270, 83914
76429, -48483
76772, 45072
76819, 19785
77267, -75928
77511, 24223
78286, -38462
79017, 41744
79147, 11029
79206, 67142
79240, 63060
79508, -47967
79517, 64978
79566, 44474
79627, 89570
79660, 38915
79819, -50934
80429, -64101
81031, 63275
81130, 37916
81269, 96097
81296, -65852
81367, -39057
81391, -4975
81439, -19589
82185, -89831
82846, 40749
82976, -82705
83169, 2670
83200, 61543
83509, 89146
83531, -60733
83598, 16598
83739, 75831
84086, 80757
84190, 624
84215, 83077
84341, -6437
84395, -31683
84590, -60812
84644, 88648
85156, 92947
85245, -82015
85655, 70559
86147, 4634
86169, 31345
86289, 98533
86470, 4272
87131, 44157
87278, 79214
88347, -63226
88428, -36625
88459, -28609
88591, -71540
88835, -12443
88949, -33121
89082, 85844
89146, -30948
89523, -41907
89700, 60265
89797, -7490
90195, -3667
90408, -47235
90647, -39015
91696, 81359
91997, 53444
91999, 50495
92554, 96193
92677, -27531
92749, 50019
92935, -58760
92960, -71361
93043, 39826
93239, 10687
93317, -85403
93533, -17609
93541, -72070
93612, 52408
93684, -86071
93936, 32505
93989, 40
94021, 66919
94067, 59783
94195, 82474
94305, 52971
94449, 79084
94635, -41820
94876, 3829
95061, 74200
95719, -76460
96123, -13839
96608, 96977
97094, 87959
97112, -20527
97337, -39866
97377, 59696
97414, 10879
97578, 18730
98002, -77216
98133, 15054
98140, -73748
98272, -57014
98462, -7272
98504, 3226
98826, 44292
99104, 27977
99266, -33778
99311, 84532
99316, -17852
99414, 78964
99483, 65121
99591, 93369
99792, -58189
99845, 80411
99905, 6334
99980, 73755
